city,country,lat,lng,Revenue,qty
Kaffrine,Senegal,14.1016,-15.5467,1426.8999999999999,1.0
Kagoshima,Japan,31.586,130.5611,9996.3,10.0
Kaifeng Chengguanzhen,China,34.85,114.35,2999.73,3.0
Kailu,China,43.5837,121.2,9975.0,7.0
Kailua,United States,21.392,-157.7396,9006.0,6.0
Kalaoa,United States,19.7369,-156.0122,8556.2415,9.0
Kalibo,Philippines,11.7086,122.3648,11407.6,8.0
Kalima,Congo (Kinshasa),-2.5096,26.43,4277.849999999999,3.0
Kambove,Congo (Kinshasa),-10.8696,26.6,4500.0,3.0
Kamnik,Slovenia,46.2197,14.6094,11984.0,8.0
Kampong Chhnang,Cambodia,12.2505,104.6666,8544.3,6.0
Kampong Speu,Cambodia,11.452,104.519,949.7909999999999,1.0
Kampot,Cambodia,10.6171,104.1833,1500.0,1.0
Kamuli,Uganda,0.9472,33.1197,7999.76,8.0
Kanash,Russia,55.5091,47.4687,7115.5,5.0
Kanazawa,Japan,36.56,136.64,21901.199999999997,7.5
Kangaba,Mali,11.9404,-8.44,4497.0,3.0
Kanjiža,Serbia,46.0635,20.0504,1901.311,2.0
Kano,Nigeria,12.0,8.52,4497.0,3.0
Kanye,Botswana,-24.9696,25.34,1900.5889999999997,2.0
Kapsabet,Kenya,0.2039,35.105,12825.0,9.0
Karaj,Iran,35.8004,50.97,4497.0,3.0
Karamken,Russia,60.2004,151.1666,4752.185,5.0
Karasuk,Russia,53.7273,78.0219,15010.0,10.0
Kaspiysk,Russia,42.8747,47.6244,9961.699999999999,7.0
Katherine,Australia,-14.4666,132.2666,4275.0,3.0
Kathmandu,Nepal,27.7167,85.3166,1898.955,2.0
Kathwana,Kenya,-0.3314,37.8686,5696.2,4.0
Katowice,Poland,50.2604,19.02,9501.614999999998,10.0
Kawm Umbū,Egypt,24.47,32.95,4750.0,5.0
Kelmė,Lithuania,55.6301,22.9349,1900.893,2.0
Kemp Mill,United States,39.0412,-77.0214,2852.337,3.0
Ken Caryl,United States,39.5769,-105.1138,6655.2535,7.0
Kendall,United States,25.6697,-80.3556,11422.8,8.0
Kendall Park,United States,40.4138,-74.5626,4494.0,3.0
Kenora,Canada,49.7667,-94.4666,12000.0,8.0
Kensington,United Kingdom,51.5047,-0.1998,13509.0,9.0
Kericho,Kenya,-0.3596,35.28,5702.678999999999,6.0
Ketchikan,United States,55.3556,-131.6698,10493.0,7.0
Keyport,United States,40.4327,-74.2011,2998.0,2.0
Khanty-Mansiysk,Russia,61.0015,69.0015,9006.0,6.0
Khartoum,Sudan,15.5881,32.5342,1899.943,2.0
Khatanga,Russia,72.0411,102.465,12016.0,8.0
Kibiito,Uganda,0.4772,30.1925,11415.199999999999,8.0
Kibingo,Uganda,-0.626,30.4359,9006.0,6.0
Kigoma,Tanzania,-4.8796,29.61,9961.699999999999,7.0
Kilmarnock,United Kingdom,55.6333,-4.5333,999.83,1.0
Kimch’aek-si,"Korea, North",40.6723,129.2027,12008.0,8.0
Kimpese,Congo (Kinshasa),-5.5496,14.4333,6997.55,7.0
Kindersley,Canada,51.467,-109.1333,5707.599999999999,4.0
Kindia,Guinea,10.06,-12.87,12807.9,9.0
Kineshma,Russia,57.47,42.13,7505.0,5.0
Kings Point,United States,40.8162,-73.7407,2850.0,2.0
Kingston,United States,42.9156,-71.0665,7605.852,8.0
Kingston upon Thames,United Kingdom,51.4167,-0.2833,6004.0,4.0
Kingstowne,United States,38.7625,-77.1445,6654.455499999999,7.0
Kinkala,Congo (Brazzaville),-4.356,14.762,14278.5,10.0
Kinnelon,United States,40.9847,-74.3862,12008.0,8.0
Kirensk,Russia,57.7857,108.1119,5692.4,4.0
Kirkenes,Norway,69.725,30.0516,13509.0,9.0
Kirkland,United States,47.6997,-122.2041,8994.0,6.0
Kirkwood,United States,42.0889,-75.8033,1426.8999999999999,1.0
Kirovsk,Russia,67.6091,33.6687,7505.0,5.0
Kiryandongo,Uganda,1.8763,32.0622,14269.0,10.0
Kisii,Kenya,-0.6696,34.76,12816.449999999999,9.0
Kisoro,Uganda,-1.3539,29.6983,11400.0,8.0
Kittanning,United States,40.8279,-79.5233,2997.69,3.0
Klaksvík,Faroe Islands,62.2375,-6.539,8546.494499999999,9.0
Knik-Fairview,United States,61.4964,-149.6535,1425.0,1.0
Knowsley,United Kingdom,53.45,-2.85,5999.34,6.0
Koani,Tanzania,-6.1333,39.2833,6647.5395,7.0
Koblenz,Germany,50.3505,7.6,7120.25,5.0
Koboko,Uganda,3.4136,30.9599,11422.8,8.0
Koceljeva,Serbia,44.4687,19.8214,10507.0,7.0
Kochi,India,10.015,76.2239,2999.2200000000003,3.0
Koforidua,Ghana,6.0904,-0.26,9012.0,6.0
Koh Kong,Cambodia,11.6175,102.9849,3997.8,4.0
Kolašin,Montenegro,42.8242,19.5225,6953.3775000000005,3.5
Kolhāpur,India,16.7,74.22,9006.0,6.0
Kolār,India,13.1337,78.1334,5696.2,4.0
Kondopoga,Russia,62.2087,34.2887,3802.432,4.0
Koronadal,Philippines,6.2541,124.9922,13491.0,9.0
Korçë,Albania,40.6167,20.7667,3000.93,3.0
Kosciusko,United States,33.0585,-89.5893,9968.35,7.0
Kostel,Slovenia,45.5084,14.9101,2850.4275,3.0
Kostroma,Russia,57.77,40.94,14990.0,10.0
Kouroussa,Guinea,10.653,-9.892,1000.51,1.0
Koutiala,Mali,12.3904,-5.47,2850.0,3.0
Kovda,Russia,66.6903,32.8702,2000.38,2.0
Kozáni,Greece,40.3007,21.789,1498.0,1.0
Kpalimé,Togo,6.9004,0.63,11392.4,8.0
Krasnoarmeysk,Russia,51.0174,45.6974,8550.0,6.0
Kratie,Cambodia,12.469,106.024,6004.0,4.0
Kremenchuk,Ukraine,49.0835,33.4296,4503.0,3.0
Kristiansand,Norway,58.1666,8.0,2000.92,2.0
Kriva Palanka,Macedonia,42.2009,22.3324,6650.5985,7.0
Krivogaštani,Macedonia,41.3369,21.3311,1900.8169999999998,2.0
Kudahuvadhoo,Maldives,2.6717,72.8936,1499.0,1.0
Kuna,United States,43.4863,-116.3982,3999.84,4.0
Kunming,China,25.07,102.68,8567.1,6.0
Kupino,Russia,54.3592,77.2742,1498.0,1.0
Kärdla,Estonia,58.9978,22.7492,15000.0,10.0
Kérouané,Guinea,9.2704,-9.02,2850.285,3.0
Kök-Janggak,Kyrgyzstan,41.0307,73.2058,6998.32,7.0
Kökshetaū,Kazakhstan,53.3,69.42,12859.199999999999,9.0
Kürdəmir,Azerbaijan,40.3426,48.1565,11392.4,8.0
Kākināda,India,16.9675,82.2375,2853.7999999999997,2.0
Kāshān,Iran,33.9804,51.58,5998.5,6.0
Kōenchō,Japan,43.8504,143.9,8994.0,6.0
Kūstī,Sudan,13.17,32.66,10500.0,7.0
La Chorrera,Panama,8.8803,-79.7833,7120.25,5.0
La Esmeralda,Venezuela,3.1738,-65.5466,8994.0,6.0
La Feria,United States,26.1544,-97.8256,14240.5,10.0
La Grange,United States,41.8072,-87.8741,3800.1899999999996,4.0
LaBelle,United States,26.7219,-81.4506,1425.95,1.0
LaFayette,United States,34.7089,-85.2814,8994.0,6.0
LaGrange,United States,33.0274,-85.0384,9961.699999999999,7.0
Labinsk,Russia,44.6348,40.7443,8544.100499999999,9.0
Laconia,United States,43.5724,-71.4775,9506.364999999998,10.0
Lacy-Lakeview,United States,31.6292,-97.1052,7495.0,5.0
Ladera Ranch,United States,33.5491,-117.6416,2998.4700000000003,3.0
Lagawe,Philippines,16.8,121.1192,12833.55,9.0
Laguna,Brazil,-28.48,-48.78,949.7719999999999,1.0
Lai Châu,Vietnam,22.3964,103.4582,1425.95,1.0
Laie,United States,21.6443,-157.928,8538.6,6.0
Lake Arrowhead,United States,34.2531,-117.1945,2850.171,3.0
Lake Delton,United States,43.5932,-89.7841,10514.0,7.0
Lake Forest Park,United States,47.7597,-122.2878,12825.0,9.0
Lake Hallie,United States,44.8921,-91.42,9494.775,10.0
Lake Havasu City,United States,34.5006,-114.3113,2000.72,2.0
Lake Ronkonkoma,United States,40.8308,-73.1112,14250.0,10.0
Lake Tapps,United States,47.2305,-122.1696,8003.44,8.0
Lakehills,United States,29.6237,-98.9448,8555.699999999999,6.0
Lakeport,United States,39.0392,-122.9218,18502.77,8.0
Lakeside,United States,30.1356,-81.7674,11992.0,8.0
Lakeville,United States,41.831,-70.9594,12816.449999999999,9.0
Lancaster,United States,34.7247,-80.7802,8555.699999999999,6.0
Land O' Lakes,United States,28.2075,-82.4476,14990.0,10.0
Landen,United States,39.3154,-84.2768,7599.696,8.0
Langsa,Indonesia,4.6736,97.9664,6645.5445,7.0
Lansdowne,United States,39.2365,-76.6659,14231.0,10.0
Lansdowne,United States,39.9408,-75.276,9005.67,9.0
Lansing,United States,41.5648,-87.5462,5698.004999999999,6.0
Lansing,United States,42.7142,-84.5601,22130.25,7.5
Laoag,Philippines,18.1988,120.5936,13509.0,9.0
Lapeer,United States,43.0448,-83.3255,1424.05,1.0
Las Delicias,Mexico,28.2,-105.5,1425.0,1.0
Las Piedras,Puerto Rico,18.1785,-65.8708,4272.15,3.0
Lascano,Uruguay,-33.6696,-54.2,8550.0,9.0
Lauderdale Lakes,United States,26.1682,-80.2017,7490.0,5.0
Launceston,Australia,-41.4498,147.1302,5003.349999999999,5.0
Laurel,United States,45.6734,-108.7707,15030.0,10.0
Laurel Bay,United States,32.4599,-80.7869,5700.0,4.0
Lausanne,Switzerland,46.5304,6.65,10514.0,7.0
Lawrence,United States,42.7003,-71.1626,8550.342,9.0
Lawrenceburg,United States,39.0986,-84.8712,5707.599999999999,4.0
Lawton,United States,34.6176,-98.4203,1502.0,1.0
Laï,Chad,9.395,16.305,17849.316,6.5
Laško,Slovenia,46.1519,15.2364,2999.43,3.0
Leava,Wallis And Futuna,-14.2933,-178.1583,14961.5,6.0
Lebanon,United States,36.2039,-86.3475,7598.86,8.0
Lehi,United States,40.4137,-111.8726,12000.0,8.0
Leland,United States,34.204,-78.028,2846.2,2.0
Lelydorp,Suriname,5.7,-55.2333,4497.0,3.0
Lemon Grove,United States,32.7331,-117.0344,5688.599999999999,4.0
Leonardtown,United States,38.3039,-76.6396,1425.0,1.0
Leshan,China,29.5671,103.7333,7490.0,5.0
Lethbridge,Canada,49.7005,-112.8333,2996.0,2.0
Levittown,United States,40.1537,-74.853,10500.0,7.0
Lewes,United States,38.7781,-75.1454,8550.0,6.0
Lewisburg,United States,40.9642,-76.8901,5001.85,5.0
Lexington,United States,33.9891,-81.2195,11407.6,8.0
Lexington,United States,35.6611,-88.3946,3803.0019999999995,4.0
Lexington,United States,38.0423,-84.4587,1000.1,1.0
Lexington,United States,40.778,-99.7462,2850.0,2.0
Lexington,United States,42.4456,-71.2307,12008.0,8.0
León de los Aldama,Mexico,21.15,-101.7,1900.152,2.0
Lhasa,China,29.645,91.1,4503.0,3.0
Lianzhou,China,24.7815,112.3825,6999.93,7.0
Liberty,United States,30.047,-94.7908,13500.0,9.0
Librazhd,Albania,41.2,20.3667,6645.4115,7.0
Liepāja,Latvia,56.51,21.01,4749.5725,5.0
Ligonha,Mozambique,-15.1757,37.74,7270.45,2.5
Limassol,Cyprus,34.6754,33.0333,14278.5,10.0
Lincoln,United States,38.8759,-121.2916,4509.0,3.0
Lindstrom,United States,45.3871,-92.8477,7110.75,5.0
Linganore,United States,39.4111,-77.3026,13990.105,6.5
Linton,United States,39.0357,-87.1587,5700.0,4.0
Linwood,United States,39.3435,-74.5708,18988.64,7.5
Lipjan,Kosovo,42.5217,21.1258,5702.165999999999,6.0
Lisburn,United Kingdom,54.5099,-6.0404,1900.703,2.0
Lisle,United States,41.7922,-88.0883,9981.65,7.0
Litchfield,United States,45.1221,-94.5255,8550.0,6.0
Liuhe,China,42.2789,125.7173,9981.65,7.0
Liverpool,United Kingdom,53.416,-2.918,5703.8,4.0
Ljubljana,Slovenia,46.0553,14.515,3000.0,2.0
Ljubno,Slovenia,46.3456,14.835,8555.699999999999,6.0
Lodi,United States,40.8784,-74.0814,12799.349999999999,9.0
Loganville,United States,33.8353,-83.8957,13482.0,9.0
Logatec,Slovenia,45.9144,14.2258,13509.0,9.0
Loncoche,Chile,-39.37,-72.63,7002.45,7.0
Long Beach,United States,30.3608,-89.165,8982.0,6.0
Longview,United States,46.146,-122.963,3002.0,2.0
Longwood,United States,28.7014,-81.3487,12825.0,9.0
Lonquimay,Chile,-38.4333,-71.2333,18524.743499999997,8.0
Lorica,Colombia,9.2419,-75.816,10005.800000000001,10.0
Los Alamos,United States,35.8926,-106.2862,8544.3,6.0
Los Osos,United States,35.3068,-120.8249,8544.3,6.0
Los Ranchos de Albuquerque,United States,35.1626,-106.6481,13509.0,9.0
Los Ángeles,Chile,-37.46,-72.36,13491.0,9.0
Lospalos,Timor-Leste,-8.5217,126.9983,9996.5,10.0
Louisville,United States,39.9709,-105.1441,6000.0,4.0
Lovington,United States,32.9125,-103.3277,4277.849999999999,3.0
Lubbock,United States,33.5642,-101.8871,3000.0,2.0
Lublin,Poland,51.2504,22.5727,5711.4,4.0
Lucas,United States,33.095,-96.5792,1426.8999999999999,1.0
Lucena,Philippines,13.9348,121.6127,8544.3,6.0
Ludington,United States,43.9573,-86.4434,9500.095,10.0
Lufilufi,Samoa,-13.8745,-171.5986,15998.52,6.0
Lufkin,United States,31.3217,-94.7277,2996.0,2.0
Luleå,Sweden,65.5966,22.1584,12008.0,8.0
Luling,United States,29.6814,-97.6468,6639.8255,7.0
Lumberton,United States,34.6312,-79.0186,9502.565,10.0
Luoyang,China,34.68,112.4701,16999.48,8.5
Luqa,Malta,35.8589,14.4886,7603.875999999999,8.0
Lutz,United States,28.1396,-82.4467,1503.0,1.0
Luuka Town,Uganda,0.7008,33.3002,8551.2825,9.0
Lyantonde,Uganda,-0.4031,31.1572,10514.0,7.0
Lynbrook,United States,40.6579,-73.6742,10493.0,7.0
Lynn Haven,United States,30.2362,-85.6387,1900.722,2.0
Lyon,France,45.77,4.83,9007.11,9.0
Lysander,United States,43.18,-76.3745,6652.327499999999,7.0
Lysychans’k,Ukraine,48.9204,38.4274,1000.67,1.0
Lào Cai,Vietnam,22.5014,103.966,4998.75,5.0
Lübeck,Germany,53.8704,10.67,4283.55,3.0
Lüleburgaz,Turkey,41.4067,27.3552,2999.43,3.0
Machilīpatnam,India,16.2004,81.18,14231.0,10.0
Macia,Mozambique,-25.0195,33.09,9012.0,6.0
Mack,United States,39.1501,-84.6791,2850.0,2.0
Madison,United States,38.758,-85.3971,1501.0,1.0
Madison,United States,40.7586,-74.417,9012.0,6.0
Madison Heights,United States,37.4487,-79.1057,3002.0,2.0
Madiun,Indonesia,-7.6346,111.515,12008.0,8.0
Magalia,United States,39.8228,-121.6078,7603.496,8.0
Magangué,Colombia,9.23,-74.74,7603.496,8.0
Magdeburg,Germany,52.1304,11.62,8920.0,3.0
Magna,United States,40.7094,-112.0828,8538.885,9.0
Mahdia,Tunisia,35.4839,11.0409,4277.849999999999,3.0
Mahikeng,South Africa,-25.8652,25.6442,1502.0,1.0
Mahomet,United States,40.1885,-88.3903,11384.8,8.0
Maiduguri,Nigeria,11.85,13.16,9968.35,7.0
Mainz,Germany,49.9825,8.2732,7120.25,5.0
Majuro,Marshall Islands,7.103,171.38,7120.25,5.0
Makamba,Burundi,-4.1333,29.8,9506.555,10.0
Makurdi,Nigeria,7.73,8.53,1500.0,1.0
Malanje,Angola,-9.54,16.34,5992.0,4.0
Maldonado,Uruguay,-34.91,-54.96,998.47,1.0
Male,Maldives,4.1667,73.4999,4503.0,3.0
Malverne,United States,40.6746,-73.6721,5992.200000000001,6.0
Mamakating,United States,41.586,-74.4951,14259.5,10.0
Mamaroneck,United States,40.9469,-73.7316,1502.0,1.0
Mammoth Lakes,United States,37.6273,-118.99,13491.0,9.0
Manchester,United States,47.5519,-122.5517,5003.450000000001,5.0
Mandritsara,Madagascar,-15.8328,48.8166,9981.65,7.0
Mangalore,India,12.9,74.85,10898.931,5.5
Mangochi,Malawi,-14.4596,35.27,1501.0,1.0
Manica,Mozambique,-18.9696,32.88,1498.0,1.0
Manicoré,Brazil,-5.8122,-61.2975,8538.6,6.0
Manisa,Turkey,38.6304,27.44,4001.48,4.0
Manitou Springs,United States,38.8576,-104.9127,9008.550000000001,9.0
Manizales,Colombia,5.06,-75.52,3004.0,2.0
Manokwari,Indonesia,-0.8711,134.0693,4277.849999999999,3.0
Mansfield,United States,32.0355,-93.7004,2996.0,2.0
Mansfield Center,United States,42.0225,-71.218,4272.15,3.0
Manville,United States,40.5421,-74.5892,15010.0,10.0
Maple Shade,United States,39.952,-74.995,4751.9475,5.0
Maqat,Kazakhstan,47.6482,53.3265,7129.75,5.0
Maracay,Venezuela,10.2469,-67.5958,12825.0,9.0
Mardin,Turkey,37.3115,40.7427,1499.0,1.0
Maridi,South Sudan,4.9151,29.4769,11400.0,8.0
Mariinsk,Russia,56.2108,87.7604,7999.12,8.0
Marilla,United States,42.8251,-78.5322,4272.15,3.0
Mariscal Estigarribia,Paraguay,-22.03,-60.61,9961.699999999999,7.0
Marlow Heights,United States,38.8237,-76.9485,7500.0,5.0
Maroua,Cameroon,10.5956,14.3247,12008.0,8.0
Marsala,Italy,37.8054,12.4387,1425.95,1.0
Martinsburg,United States,39.4582,-77.9776,7125.0,5.0
Martinsville,United States,36.6827,-79.8636,2844.2999999999997,2.0
Maryville,United States,35.7469,-83.9787,9006.0,6.0
Marília,Brazil,-22.21,-49.95,2851.9,2.0
Masbate,Philippines,12.3687,123.6225,1999.48,2.0
Mascoutah,United States,38.5191,-89.8045,9018.0,6.0
Masindi,Uganda,1.6744,31.715,999.55,1.0
Massangena,Mozambique,-21.5373,32.9564,13509.0,9.0
Massenya,Chad,11.4039,16.1705,9006.0,6.0
Matagalpa,Nicaragua,12.9171,-85.9167,7115.5,5.0
Mataram,Indonesia,-8.5795,116.135,8555.699999999999,6.0
Matawan,United States,40.4127,-74.2365,6650.398999999999,7.0
Matehuala,Mexico,23.6604,-100.65,7500.0,5.0
Matola,Mozambique,-25.9696,32.46,2998.0,2.0
Matsuyama,Japan,33.8455,132.7658,8000.8,8.0
Mattapoisett,United States,41.6687,-70.817,3800.95,4.0
Matthews,United States,35.1195,-80.7101,5692.4,4.0
Mawlamyine,Burma,16.5004,97.67,8993.970000000001,9.0
Mays Chapel,United States,39.4343,-76.6516,4506.0,3.0
Mazatán,Mexico,29.0171,-110.1333,6000.0,4.0
Mazsalaca,Latvia,57.8619,25.0547,5996.0,4.0
Mbandaka,Congo (Kinshasa),0.04,18.26,12816.449999999999,9.0
Mbuji-Mayi,Congo (Kinshasa),-6.15,23.6,24536.08,10.0
McCordsville,United States,39.8967,-85.9208,14221.5,10.0
McDonough,United States,33.4399,-84.1508,7600.76,8.0
McFarland,United States,43.0196,-89.2868,14250.0,10.0
McGregor,United States,26.5611,-81.9134,999.39,1.0
McHenry,United States,42.3388,-88.2931,22044.3,7.5
Mchinji,Malawi,-13.8,32.9,7485.0,5.0
Meadow Lakes,United States,61.638,-149.608,4494.0,3.0
Mechanicstown,United States,41.4472,-74.3914,9500.569999999998,10.0
Medan,Indonesia,3.58,98.65,7115.5,5.0
Medford,United States,42.3372,-122.8537,12850.65,9.0
Media,United States,39.9198,-75.3888,5000.15,5.0
Medulla,United States,27.957,-81.9866,6000.0,4.0
Meekatharra,Australia,-26.6,118.4833,7495.0,5.0
Meerut,India,29.0004,77.7,4500.0,3.0
Mendi,Papua New Guinea,-6.1444,143.6452,5703.8,4.0
Menifee,United States,33.6909,-117.1849,3999.88,4.0
Meningie,Australia,-35.6995,139.3333,3996.92,4.0
Meredith,United States,43.6301,-71.5018,6650.066499999999,7.0
Merredin,Australia,-31.4828,118.2667,5707.599999999999,4.0
Mersin,Turkey,36.8004,34.6128,3002.31,3.0
Methuen Town,United States,42.734,-71.1889,12816.449999999999,9.0
Mexico,United States,39.1626,-91.8712,6001.5599999999995,6.0
Miami,United States,25.7839,-80.2102,8988.0,6.0
Middle,United States,39.0851,-74.8336,7129.75,5.0
Middle River,United States,39.3345,-76.4318,1900.2849999999999,2.0
Middlesbrough,United Kingdom,54.5804,-1.23,12816.449999999999,9.0
Middletown,United States,41.5476,-72.6549,4500.0,3.0
Midland,United States,32.0249,-102.1137,2850.0,2.0
Midlothian,United States,41.6254,-87.7243,2000.92,2.0
Midway City,United States,33.7451,-117.9849,3000.0,2.0
Mikhaylovka,Russia,50.0679,43.2175,5707.599999999999,4.0
Mikkeli,Finland,61.69,27.285,5700.855,6.0
Mila Doce,United States,26.223,-97.9601,11392.4,8.0
Milford,United States,42.587,-83.6012,13491.0,9.0
Milford Mill,United States,39.3444,-76.7668,15227.7685,5.5
Mill Creek East,United States,47.8361,-122.1877,3002.0,2.0
Millbrae,United States,37.5994,-122.4024,7125.0,5.0
Miller Place,United States,40.9374,-72.9864,7600.608,8.0
Millington,United States,35.335,-89.8991,3997.24,4.0
Mills River,United States,35.3853,-82.5854,9499.62,10.0
Milton,United States,42.7751,-88.943,6002.76,6.0
Milton,United States,43.0406,-73.8998,1499.0,1.0
Milton-Freewater,United States,45.9348,-118.3913,7125.0,5.0
Minamiōzuma,Japan,36.2404,137.97,4503.0,3.0
Minas,Uruguay,-34.37,-55.23,1499.0,1.0
Mindelo,Cabo Verde,16.8838,-25.0,24998.3,8.5
Mirbāţ,Oman,16.9924,54.6918,23481.65,8.0
Miren,Slovenia,45.8956,13.6075,10507.0,7.0
Mirna,Slovenia,45.9553,15.0619,15030.0,10.0
Miskolc,Hungary,48.1004,20.78,10005.3,10.0
Mislinja,Slovenia,46.4411,15.1956,12008.0,8.0
Missouri City,United States,29.563,-95.5365,7115.5,5.0
Mitrovicë,Kosovo,42.8833,20.8667,2996.0,2.0
Moanda,Congo (Kinshasa),-5.9229,12.355,5003.2,5.0
Mocuba,Mozambique,-16.8496,38.26,9999.8,10.0
Moline,United States,41.4821,-90.4919,16505.0,5.5
Monfort Heights,United States,39.1823,-84.6075,4996.95,5.0
Monmouth,United States,40.9142,-90.642,5700.0,4.0
Monmouth,United States,44.8505,-123.2283,5711.4,4.0
Monona,United States,43.054,-89.3334,13527.0,9.0
Montclair,United States,34.0714,-117.6981,6000.0,4.0
Monte Quemado,Argentina,-25.7996,-62.8666,5699.8859999999995,6.0
Montecito,United States,34.4382,-119.6286,3001.44,3.0
Montgomery Village,United States,39.1783,-77.1957,2000.18,2.0
Moore,United States,35.3293,-97.4757,10493.0,7.0
Moorpark,United States,34.2855,-118.877,5700.0,4.0
Moosic,United States,41.3584,-75.7027,4752.755,5.0
Moraine,United States,39.6983,-84.2459,6008.0,4.0
Moranbah,Australia,-22.0016,148.038,5715.2,4.0
Morawa,Australia,-29.2163,116.0,16346.2,5.5
Morogoro,Tanzania,-6.82,37.66,3002.46,3.0
Moroto,Uganda,2.5403,34.64,1996.94,2.0
Morris,United States,45.5855,-95.9048,3000.0,2.0
Morris Plains,United States,40.8357,-74.4786,12000.0,8.0
Morón,Cuba,22.1099,-78.6275,8550.0,6.0
Moses Lake,United States,47.1284,-119.2741,10500.0,7.0
Mosta,Malta,35.9092,14.4256,9012.0,6.0
Motherwell,United Kingdom,55.7833,-4.0,12807.9,9.0
Motul,Mexico,21.1,-89.28,21359.0115,9.0
Moultrie,United States,31.1591,-83.7708,13509.0,9.0
Mount Carmel,United States,36.562,-82.6618,4272.15,3.0
Mount Carmel,United States,39.0978,-84.2995,6647.2735,7.0
Mount Carmel,United States,40.7959,-76.412,8988.0,6.0
Mount Isa,Australia,-20.7239,139.49,4503.0,3.0
Mount Pleasant,United States,43.5966,-84.7759,6650.665,7.0
Mount Vernon,United States,41.923,-91.4244,13491.0,9.0
Moyale,Kenya,3.52,39.05,2001.06,2.0
Mpwapwa,Tanzania,-6.3496,36.48,1999.92,2.0
Mtskheta,Georgia,41.8451,44.7188,1501.0,1.0
Mudgee,Australia,-32.5896,149.5801,7600.0,8.0
Multan,Pakistan,30.2,71.455,4272.15,3.0
Mulvane,United States,37.4788,-97.2725,5001.9,5.0
Mumbwa,Zambia,-14.9796,27.07,9005.07,4.5
Munster,United States,41.5469,-87.504,2999.43,3.0
Muriaé,Brazil,-21.13,-42.39,4748.954999999999,5.0
Murska Sobota,Slovenia,46.6625,16.1664,14278.5,10.0
Muscle Shoals,United States,34.7435,-87.6343,1000.38,1.0
Muscoy,United States,34.1548,-117.3482,8550.0,6.0
Muskogee,United States,35.743,-95.3566,10507.0,7.0
Mustang,United States,35.3917,-97.7246,2848.1,2.0
Myeik,Burma,12.4541,98.6115,8555.699999999999,6.0
Myrtle Beach,United States,33.7096,-78.8842,1424.05,1.0
Mytilíni,Greece,39.1104,26.5546,5992.0,4.0
Mzimba,Malawi,-11.9,33.6,12000.0,8.0
Mālpils,Latvia,57.0101,24.9578,2851.9,2.0
Naftalan,Azerbaijan,40.5082,46.8203,9981.65,7.0
Nagano,Japan,36.65,138.17,5696.2,4.0
Nagoya,Japan,35.155,136.915,1423.1,1.0
Nampula,Mozambique,-15.136,39.293,8561.4,6.0
Namp’o,"Korea, North",38.7669,125.4524,8567.1,6.0
Nanning,China,22.82,108.32,13593.112000000001,6.0
Nantes,France,47.2104,-1.59,4491.0,3.0
Nanyuki,Kenya,0.0204,37.06,950.551,1.0
Naperville,United States,41.7483,-88.1657,8996.67,9.0
Napili-Honokowai,United States,20.9767,-156.6646,9975.0,7.0
Naranja,United States,25.5164,-80.4221,14240.5,10.0
Narok,Kenya,-1.0808,35.8711,9000.0,6.0
Naryn,Kyrgyzstan,41.4263,75.9911,1900.171,2.0
Nasir,South Sudan,8.6004,33.0666,5692.4,4.0
Navotas,Philippines,14.6477,120.9591,9494.775,10.0
Navsāri,India,20.8504,72.92,2995.41,3.0
Necochea,Argentina,-38.56,-58.75,4749.4775,5.0
Negotino,Macedonia,41.4846,22.0906,2001.54,2.0
Nek’emtē,Ethiopia,9.0905,36.53,6000.18,6.0
Neno,Malawi,-15.3981,34.6534,4748.954999999999,5.0
Nevada,United States,37.8445,-94.3492,12833.55,9.0
Nev’yansk,Russia,57.4902,60.2148,5700.056999999999,6.0
New Albany,United States,40.0808,-82.7896,8544.3,6.0
New Bedford,United States,41.6697,-70.9428,2999.55,3.0
New Berlin,United States,42.9726,-88.1291,1500.0,1.0
New Braunfels,United States,29.6997,-98.1148,9000.0,6.0
New Brighton,United States,40.7355,-80.3091,2850.0,2.0
New Britain,United States,41.6758,-72.7862,8572.8,6.0
New Gloucester,United States,43.9641,-70.2959,4500.0,3.0
New Holland,United States,40.1008,-76.09,9994.949999999999,7.0
New Iberia,United States,30.0049,-91.8202,13518.0,9.0
New Paltz,United States,41.7495,-74.0809,7115.5,5.0
New Richmond,United States,45.1229,-92.5339,7604.408,8.0
New Square,United States,41.141,-74.0294,15030.0,10.0
Newberry,United States,34.2822,-81.6012,5992.0,4.0
Newfane,United States,43.2818,-78.6932,1999.76,2.0
Newport,United Kingdom,50.7,-1.3,999.96,1.0
Newton,United States,35.6631,-81.2332,2846.2,2.0
Newton,United States,41.0534,-74.7527,13491.0,9.0
Nioro,Mali,15.2304,-9.59,5692.4,4.0
Nizhniy Novgorod,Russia,56.333,44.0001,1425.0,1.0
Njombe,Tanzania,-9.3296,34.77,8544.3,6.0
Norrköping,Sweden,58.5954,16.1787,7997.2,8.0
North Babylon,United States,40.7311,-73.3251,3000.0,2.0
North Bay Village,United States,25.8487,-80.1535,1425.0,1.0
North Bend,United States,47.4898,-121.7738,2999.34,3.0
North Branford,United States,41.3645,-72.7769,3799.886,4.0
North Hempstead,United States,40.7912,-73.6688,14259.5,10.0
North Kensington,United States,39.0392,-77.0723,5703.648,6.0
North Las Vegas,United States,36.288,-115.0901,18009.1,9.0
North Plainfield,United States,40.6209,-74.4386,3800.1805,1.5
